pid,isbn,large,small
11100820914,9789864865819,True,True
11100820915,11100820915,True,True
11100820916,9789865601478,True,True
11100820917,9789862486566,True,True
11100820918,9789862486573,True,True
11100820919,9789865601201,True,True
11100820920,9789865601423,True,True
11100820921,9789869478144,True,True
11100820922,9789869478120,True,True
11100820923,9789865601089,True,True
11100820924,9789865601461,True,True
11100820925,9789863287506,True,True
11100820926,9789864900282,True,True
11100820927,9789863287513,True,True
11100820928,9789865601287,True,True
11100820929,9789869501941,True,True
11100820930,11100820930,True,True
11100820931,11100820931,True,True
11100820932,11100820932,True,True
11100820933,9789869495073,True,True
11100820934,9789869501910,True,True
11100820935,9789869455572,True,True
11100820936,9789865921675,True,True
11100820937,9789863893769,True,True
11100820938,9789863893776,True,True
11100820939,9789863893752,True,True
11100820940,9789863893783,True,True
11100820941,9789863893790,True,True
11100820942,9789864342273,True,True
11100820943,9789864342280,True,True
11100820944,9789863428671,True,True
11100820945,9789863428510,True,True
11100820946,9789862138076,True,True
11100820947,9789864792665,True,True
11100820948,9789864792627,True,True
11100820949,9789887784500,True,True
11100820950,9789863428725,True,True
11100820951,9789869496155,True,True
11100820952,9789869499613,True,True
11100820953,9789869496056,True,True
11100820954,9789869496186,True,True
11100820955,9789868973589,True,True
11100820956,9789869496124,True,True
11100820957,9789869496001,True,True
11100820958,9789869496100,True,True
11100820959,9789869496193,True,True
11100820960,9789869496063,True,True
11100820961,9789869496025,True,True
11100820962,9789869496162,True,True
11100820963,9789869496018,True,True
11100820964,9789868973596,True,True
11100820965,9789869499620,True,True
11100820966,9789869496179,True,True
11100820967,9789863428596,True,True
11100820968,9789863428633,True,True
11100820969,9789863428626,True,True
11100820970,9789862969656,True,True
11100820971,9789862969663,True,True
11100820972,9789862969694,True,True
11100820973,9789862969700,True,True
11100820974,9789863264460,True,True
11100820975,9789863428619,True,True
11100820976,9789864670864,True,True
11100820977,9789864670871,True,True
11100820978,9789864670888,True,True
11100820979,9789869498050,True,True
11100820980,9789863264446,True,True
11100820981,11100820981,True,True
11100820982,11100820982,True,True
11100820983,11100820983,True,True
11100820984,11100820984,True,True
11100820985,9789869495431,True,True
11100820986,9789869501828,True,True
11100820987,9789860527421,True,True
11100820988,9789869476782,True,True
11100820989,9789869477468,True,True
11100820990,9789869477475,True,True
11100820991,9789864870851,True,True
11100820992,9789864870516,True,True
11100820993,9789864870615,True,True
11100820994,9789864870677,True,True
11100820995,9789864870561,True,True
11100820996,9789864870820,True,True
11100820997,9789864870547,True,True
11100820998,9789864870752,True,True
11100820999,9789869477482,True,True
11100821000,9789869479790,True,True
11100821001,9789869501811,True,True
11100821002,9789869229029,True,True
11100821003,9789578523876,True,True
11100821004,9789869443951,True,True
11100821005,9789864754281,True,True
11100821006,9789869426770,True,True
11100821007,9789869468787,True,True
11100821008,9789869481137,True,True
11100821009,9789866055997,True,True
11100821010,9789869493819,True,True
11100821011,11100821011,True,True
11100821012,9789861545462,True,True
11100821013,9789869506915,True,True
11100821014,9789862272275,True,True
11100821015,9789864060955,True,True
11100821016,9789864562909,True,True
11100821017,9789864490844,True,True
11100821018,9789869482790,True,True
11100821019,9789864490837,True,True
11100821020,9789869460279,True,True
11100821021,9789869460248,True,True
11100821022,9789862117224,True,True
11100821023,9789862117392,True,True
11100821024,9789862117262,True,True
11100821025,9789862117446,True,True
11100821026,9789869460286,True,True
11100821027,9789869460255,True,True
11100821028,9789869451161,True,True
11100821029,9789862117279,True,True
11100821030,9789862117347,True,True
11100821031,9789869460262,True,True
11100821032,9789574307876,True,True
11100821033,9789862117255,True,True
11100821034,11100821034,True,True
11100821035,9789862117231,True,True
11100821036,9789620441530,True,True
11100821037,9789620441523,True,True
11100821038,9789621463678,True,True
11100821039,9789620441196,True,True
11100821040,9789620705021,True,True
11100821041,9789620441646,True,True
11100821042,9789620441134,True,True
11100821043,9789620441462,True,True
11100821044,9789620441431,True,True
11100821045,9789621463234,True,True
11100821046,9789621463593,True,True
11100821047,9789621463609,True,True
11100821048,9789621463654,True,True
11100821049,9789620745546,True,True
11100821050,9789620441479,True,True
11100821051,9789620441486,True,True
11100821052,9789621463852,True,True
11100821053,9789620765940,True,True
11100821054,9789620441578,True,True
11100821055,11100821055,True,True
11100821056,9789869452502,True,True
11100821057,9789869452519,True,True
11100821058,9789869452526,True,True
11100821059,9789869452533,True,True
11100821060,9789578009004,True,True
11100821061,9789578009028,True,True
11100821062,9789864780907,True,True
11100821063,9789864780914,True,True
11100821064,9789864780921,True,True
11100821065,9789864780839,True,True
11100821066,9789864780822,True,True
11100821067,9789864780792,True,True
11100821068,9789864780631,True,True
11100821069,9789864780570,True,True
11100821070,9789864554881,True,True
11100821071,9789869450485,True,True
11100821072,9789866034909,True,True
11100821073,9789866034916,True,True
11100821074,9789864551644,True,True
11100821075,9789865608606,True,True
11100821076,9789869440516,True,True
11100821077,9789863124290,True,True
11100821078,9789865608378,True,True
11100821079,9789866034923,True,True
11100821080,9789863124535,True,True
11100821081,9789869506809,True,True
11100821082,9789573280453,True,True
11100821083,9789864554829,True,True
11100821084,9789864553594,True,True
11100821085,9789864553112,True,True
11100821086,9789864554393,True,True
11100821087,9789864554843,True,True
11100821088,9789864554621,True,True
11100821089,9789864554638,True,True
11100821090,9789864554645,True,True
11100821091,9789864554782,True,True
11100821092,9789864554553,True,True
11100821093,9789864554423,True,True
11100821094,9789869187664,True,True
11100821095,9789869454926,True,True
11100821096,9789869431897,True,True
11100821097,9789869492911,True,True
11100821098,11100821098,True,True
11100821099,11100821099,True,True
11100821100,11100821100,True,True
11100821101,11100821101,True,True
11100821102,11100821102,True,True
11100821103,11100821103,True,True
11100821104,11100821104,True,True
11100821105,9789863564539,True,True
11100821106,11100821106,True,True
11100821107,11100821107,True,True
11100821108,11100821108,True,True
11100821109,11100821109,True,True
11100821110,9789573333173,True,True
11100821111,11100821111,True,True
11100821112,9789869462389,True,True
11100821113,9789869462396,True,True
11100821114,9789869484961,True,True
11100821115,9789863982715,True,True
11100821116,9789863982722,True,True
11100821117,9789863982739,True,True
11100821118,9789862138052,True,True
11100821119,9789862138069,True,True
11100821120,9789869383523,True,True
11100821121,9789867637932,True,True
11100821122,9789864792702,True,True
11100821123,9789869511506,True,True
11100821124,9789570530940,True,True
11100821125,9789570530872,True,True
11100821126,9789574516308,True,True
11100821127,9789869470599,True,True
11100821128,9789865668891,True,True
11100821129,9789869466882,True,True
11100821130,9789869482684,True,True
11100821131,9789869510813,True,True
11100821132,9789864342310,True,True
11100821133,9789572246412,True,True
11100821134,9789570530933,True,True
11100821135,9789570530957,True,True
11100821136,9789572246436,True,True
11100821137,9575700072,True,True
11100821138,9789869063586,True,True
11100821139,9789572246429,True,True
11100821140,9789570530926,True,True
11100821141,9789863585282,True,True
11100821142,9573307960,True,True
11100821143,11100821143,True,True
11100821144,11100821144,True,True
11100821145,9789864811526,True,True
11100821146,11100821146,True,True
11100821147,9789864811823,True,True
11100821148,11100821148,True,True
11100821149,11100821149,True,True
11100821150,11100821150,True,True
11100821151,11100821151,True,True
11100821152,9789864811632,True,True
11100821153,9789864811700,True,True
11100821154,9789861898100,True,True
11100821155,9789864811717,True,True
11100821156,9789573333166,True,True
11100821157,11100821157,True,True
11100821158,11100821158,True,True
11100821159,11100821159,True,True
11100821160,11100821160,True,True
11100821161,11100821161,True,True
11100821162,11100821162,True,True
11100821163,9789869477031,True,True
11100821164,9789869474221,True,True
11100821165,9789869468374,True,True
11100821166,9789869468398,True,True
11100821167,9789869468381,True,True
11100821168,9789869468343,True,True
11100821169,9789861898056,True,True
11100821170,9789864811731,True,True
11100821171,9789864811748,True,True
11100821172,9789888466108,True,True
11100821173,9789864811762,True,True
11100821174,9789888466160,True,True
11100821175,9789861897912,True,True
11100821176,9789861898087,True,True
11100821177,9789861898063,True,True
11100821178,11100821178,True,True
11100821179,9789861898117,True,True
11100821180,9789861900681,True,True
11100821181,9789864050468,True,True
11100821182,9789869311298,True,True
11100821183,11100821183,True,True
11100821184,9789864811786,True,True
11100821185,9789574613335,True,True
11100821186,9789864811809,True,True
11100821187,9789869507769,True,True
11100821188,11100821188,True,True
11100821189,9789863982708,True,True
11100821190,9789862138045,True,True
11100821191,9789862138083,True,True
11100821192,9789862138090,True,True
11100821193,9789862138106,True,True
11100821194,9789862138113,True,True
11100821195,9789862138120,True,True
11100821196,9789862138137,True,True
11100821197,11100821197,True,True
11100821198,9789864792719,True,True
11100821199,9789862356029,True,True
11100821200,9789869435680,True,True
11100821201,9789575504830,True,True
11100821202,9789864001699,True,True
11100821203,9789864001682,True,True
11100821204,9789865681784,True,True
11100821205,9789862893449,True,True
11100821206,9789862893517,True,True
11100821207,9789862893524,True,True
11100821208,9789863444497,True,True
11100821209,9789863444718,True,True
11100821210,9789864863037,True,True
11100821211,9789864825349,True,True
11100821212,9789864822218,True,True
11100821213,9789864829521,True,True
11100821214,9789864862023,True,True
11100821215,9789863376163,True,True
11100821216,9789864821341,True,True
11100821217,9789864624478,True,True
11100821218,9789864700530,True,True
11100821219,9789864860098,True,True
11100821220,9789864825431,True,True
11100821221,9789864707850,True,True
11100821222,9789864709557,True,True
11100821223,9789864829613,True,True
11100821224,9789864829606,True,True
11100821225,11100821225,True,True
11100821226,11100821226,True,True
11100821227,9789864860388,True,True
11100821228,11100821228,True,True
11100821229,9789863444732,True,True
11100821230,9789863444763,True,True
11100821231,9789869476799,True,True
11100821232,9789861969640,True,True
11100821233,9789570919608,True,True
11100821234,9789571172347,True,True
11100821235,9789571171685,True,True
11100821236,9789571156330,True,True
11100821237,9789865767822,True,True
11100821238,9789864001750,True,True
11100821239,9789869478137,True,True
11100821240,9789864764792,True,True
11100821241,9789864765416,True,True
11100821242,9789864765256,True,True
11100821243,11100821243,True,True
11100821244,11100821244,True,True
11100821245,11100821245,True,True
11100821246,9789887811923,True,True
11100821247,11100821247,True,True
11100821248,11100821248,True,True
11100821249,11100821249,True,True
11100821250,9789864891764,True,True
11100821251,9789865730796,True,True
11100821252,9789864083022,True,True
11100821253,9789865730680,True,True
11100821254,9789864590988,True,True
11100821255,9789864772810,True,True
11100821256,11100821256,True,True
11100821257,9789579045704,True,True
11100821258,9789869485630,True,True
11100821259,9789863232254,True,True
11100821260,9789869475464,True,True
11100821261,11100821261,True,True
11100821262,11100821262,True,True
11100821263,11100821263,True,True
11100821264,11100821264,True,True
11100821265,11100821265,True,True
11100821266,11100821266,True,True
11100821267,11100821267,True,True
11100821268,11100821268,True,True
11100821269,11100821269,True,True
11100821270,11100821270,True,True
11100821271,11100821271,True,True
11100821272,11100821272,True,True
11100821273,11100821273,True,True
11100821274,11100821274,True,True
11100821275,11100821275,True,True
11100821276,11100821276,True,True
11100821277,11100821277,True,True
11100821278,11100821278,True,True
11100821279,11100821279,True,True
11100821280,11100821280,True,True
11100821281,11100821281,True,True
11100821282,11100821282,True,True
11100821283,11100821283,True,True
11100821284,11100821284,True,True
11100821285,11100821285,True,True
11100821286,11100821286,True,True
11100821287,11100821287,True,True
11100821288,11100821288,True,True
